Section,section_id,req_id,Test Availability,Test Availability,Annotation? ,New Req for R?,New CTS for R?,class_def,method,module,Comment(internal) e.g. why a test is not possible ,Comment (external) ,New vs Updated(Q),CTS Bug Id ,CDD Bug Id,CDD CL,Area,Shortened,Test Level,,external version,,,
,5.1.5,C-0-7,Test Available,Test Available,,,,android.media.cts.MediaMetadataRetrieverTest,testGetImageAtIndex(),CtsMediaTestCases,,,,120630303,,,Media,Media,2,,,,,
,5.1.5,C-1-1,Test Available,Test Missing,,,,,,,,,New in Q,139371912,124525623,8362016,Media ,Media,0,,,,,
Image Codec Details,5.1.6,C-1-1,Test Available,Test Available,,,,andriod.media.cts.ImageReaderDecoderTest,android.media.cts.ImageReaderDecoderTest.*,CtsMediaTestCases,,,New in Q,,124525623,6412693,Media,Media,1,,,,,
,5.1.6,C-1-3,Test Available,Test Missing,,,,,,,,,New in Q,139502967,124525623,8362016,Media,Media,0,,,,,
5.1.7.Video Codecs,5.1.7,C-1-1,Not testable,Not testable,,,,,,,,,,,,,Media,Media,-1,,,,,
,5.1.7,C-1-2,Test Available,Test Available,,,,android.media.cts.MediaCodecCapabilitiesTest,testAllNonTunneledVideoCodecs SupportFlexibleYUV,CtsMediaTestCases,,,New in Q,,124525623,6412693,Media,Media,2,,,,,
,5.1.7,C-1-3,Test Missing,Test Available,,,,android.medi.cts.EncodeDecodeTest,"testEncodeDecodeVideoFromBufferToBuffer*
testEncodeDecodeVideoFromBufferToSurface*
testEncodeDecodeVideoFromSurfaceToSurface*",CtsMediaTestCases,,,New in Q,,124525623,8362016,Media,Media,2,,,,,
,5.1.7,C-1-5,Test Missing,Test Missing,,,,,,,,,New in Q,139502967,124525623,6412693,Media,Media,0,,,,,
,5.1.7,C-1-6,Test Available,Test Available,,,,android.media.cts.MediaCoddecTest,testFlacIdentity,CtsMediaTestCases,,,New in Q,,124525623,8362016,Media,Media,1,,,,,
,5.1.7,C-2-1,Test Available,Test Missing,,,,,,,Last updated 06/03/2019,,,80553720,,,Media,Media,0,,,,,
,5.1.7,C-3-1,Test Missing,Test Available,,,,android.media.cts.VideoEncoderTest,testGoogH265Flex360pWithIntraRefresh().*,CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.1.7,C-4-1,Test Available,Test Available,,,,android.media.cts.ImageReaderDecoderTest,android.media.cts.ImageReaderDecoderTest.*,CtsMediaTestCases,,,New in Q,,124525623,8362016,Media,Media,1,,,,,
,5.1.7,C-4-2,Test Missing,Test Available,,,,android.media.cts.ImageReaderDecoderTest,android.media.cts.ImageReaderDecoderTest.*,CtsMediaTestCases,,,New in Q,,124525623,8362016,Media,Media,1,,,,,
5.1.9 Media Codec Security,5.1.9,C-1-1,Not testable,Not testable,,,,,,,,,New in Q,,124333998,6412699,Media,Media,0,,,,,
,5.1.9,C-2-1,Test Available,Test Missing,,,,,,,,,New in Q,138598083,124333998,6412699,Media,Media,0,,,,,
,5.1.9,C-2-2,Test Available,Test Missing,,,,,,,,,New in Q,138598083,124333998,6412699,Media,Media,0,,,,,
,5.1.9,C-3-1,Test Available,Test Missing,,,,,,,,,New in Q,138598083,124333998,6412699,Media,Media,0,,,,,
,5.1.9,C-3-2,Test Missing,Test Missing,,,,,,,,,New in Q,138598083,124333998,6412699,Media,Media,0,,,,,
,5.1.9,C-3-3,Test Missing,Test Missing,,,,,,,,,New in Q,138598083,124333998,6412699,Media,Media,0,,,,,
5.10 Professional Audio,5.10,C-1-1,Test Available,Test Available,,,,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVeriferProAudioTest,,,,,,,Media (Audio),Media,2,,,,,
,5.10,C-1-2,Test Missing,Test Available,,,,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,,,,,,Media (Audio),Media,2,,,,,
,5.10,C-1-3,Test Missing,Test Available,,,,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,,,,,,Media (Audio),Media,2,,,,,
,5.10,C-1-4,Test Missing,Test Available,,,,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,,,,,,Media (Audio),Media,2,,,,,
,5.10,C-1-5,Test Available,Test Available,,,,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,,,,,,Media (Audio),Media,2,,,,,
,5.10,C-1-6,Test Available,Test Missing,,,,,,,,,New in Q,138857804,30475031,7247687,Media (Audio),Media,0,,,,,
,5.10,C-1-7,Test Available,Test Missing,,,,,,,,,New in Q,138857804,30475031,7247687,Media (Audio),Media,0,,,,,
,5.10,C-2-1,Test Available,Test Available,,,,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,Test checks for continuous round trip latency of 20 ms,,,,,,Media (Audio),Media,2,,,,,
,5.10,C-3-2,Test Missing,Test Available,,,,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,,,,,,Media (Audio),Media,2,,,,,
,5.10,C-4-1,Test Missing,Test Available,,,,com.android.cts.verifier.audio.ProAudioActivity,com.android.cts.verifier.audio.ProAudioActivity.*,CtsVerifierProAudioTest,,,,,,,Media (Audio),Media,1,,,,,
5.11.Capture for Unprocessed,5.11,C-1-1,Test Available,Test Available,,,,com.android.cts.verifierAudioFrequencyUnprocessedActivity,com.android.cts.verifierAudioFrequencyUnprocessedActivity.*,CtsVerifierAudio,,,,,,,Media (Audio),Media,2,,,,,
,5.11,C-1-2,Test Available,Test Available,,,,com.android.cts.verifier.AudioFrequencyUnprocessedActivity,com.android.cts.verifierAudioFrequencyUnprocessedActivity.*,CtsVerifierAudio,,,,,,,Media (Audio),Media,2,,,,,
,5.11,C-1-3,Test Available,Test Available,,,,com.android.cts.verifierAudioFrequencyUnprocessedActivity,com.android.cts.verifierAudioFrequencyUnprocessedActivity.*,CtsVerifierAudio,,,,,,,Media (Audio),Media,2,,,,,
,5.11,C-1-4,Test Available,Test Available,,,,com.android.cts.verifier.AudioFrequencyUnprocessedActivity,com.android.cts.verifierAudioFrequencyUnprocessedActivity.*,CtsVerifierAudio,,,,,,,Media (Audio),Media,2,,,,,
,5.11,C-1-5,Test Available,Test Available,,,,com.android.cts.verifier.AudioFrequencyUnprocessedActivity,com.android.cts.verifierAudioFrequencyUnprocessedActivity.*,CtsVerifierAudio,,,,,,,Media (Audio),Media,2,,,,,
,5.11,C-1-6,Test Available,Test Available,,,,com.android.cts.verifier.AudioFrequencyUnprocessedActivity,com.android.cts.verifierAudioFrequencyUnprocessedActivity.*,CtsVerifierAudio,,,,,,,Media (Audio),Media,2,,,,,
,5.11,C-1-7,Test Available,Test Missing,,,,,,,,,,119412672,,,Media (Audio),Media,0,,,,,
,5.11,C-1-8,Test Available,Test Missing,,,,,,,,,,119412672,,,Media (Audio),Media,0,,,,,
,5.11,C-1-9,Test Available,Test Missing,,,,,,,,,,119412672,,,Media (Audio),Media,0,,,,,
,5.11,C-2-1,Test Missing,Test Available,,,,com.android.cts.verifier.audio.AudioFrequenceyUnprocessedActivity,supportsUnprocessed,CtsVerifierAudioUnprocessed,,,,,,,Media (Audio),Media,1,,,,,
,5.2,A-0-1,Test Missing,Test Available,,,,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.2,A-0-2,Test Missing,Test Available,,,,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
5.2.Video Encoding,5.2,C-1-1,Test Available,Test Available,,,,android.media.cts.MediaCodecListTest,areRequiredCodecTypesSupported,CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.2,C-2-1,Test Available,Test Available,,,,android.meida.cts.VpxEncoderTest,"testDynamicBitrateChangeVP8()
testDynamicBitrateChangeVP9()",CtsMediaTestCases,"This only covers VP8 and VP9 codecs. Edit: go/ag/9295909
now covers it for rest of the codecs",,,64134161,,,Media,Media,1,,,,,
,5.2,C-4-1,Test Available,Test Available,,,,android.media.cts.MediaRecorderTest,android.media.cts.MediaRecorderTest.*,CtsMediaTestCases,Not covered for all HW codecs,,New in Q,,124525623,8362016,Media,Media,1,,,,,
,5.2,H-0-1,Test Available,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.VideoEncoderTest","testRequiredMediaCodecList()
testOtherH264*
testh264Low/High/Flex/Surf.*",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.2,H-0-2,Test Available,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.VideoEncoderTest","testRequiredMediaCodecList()
testOtherVp8.*
testVp8Low/High/Flex/Surf.*",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.2,T-0-1,Test Available,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.VideoEncoderTest","testRequiredMediaCodecList()
testOtherH264*
testh264Low/High/Flex/Surf.*",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.2,T-0-2,Test Available,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.VideoEncoderTest
android.video.cts.VideoEncoderDecoderTest","testRequiredMediaCodecList()
testVp8.*()
testVp8.*",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
5.2.1.H263,5.2.1,C-1-1,Test Available,Test Available,,,,android.media.cts.MediaCodecCapabilitiesTest,testH263EncoderProfileAndLevel,CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
5.2.2.H.264,5.2.2,C-1-1,Test Available,Test Available,,,,android.media.cts.MediaCodecCapabilitiesTest,testH264Encoder,CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.2.2,C-1-2,Test Available,Test Available,,,,android.media.cts.VideoEncoderTest,testH264LowQualitySupport(),CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.2.2,C-2-1,Test Available,Test Available,,,,android.media.cts.VideoEncoderTest,"testH264HighQualitySDSupport()
testH264Surf480p30fps2Mbps()
testH264Surf720p30fps4Mbps()
testH264Surf1080p30fps10Mbps()
testVP8Flex1080p30fps10Mbps()",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
5.2.3.VP8,5.2.3,C-1-1,Test Available,Test Available,,,,android.media.cts.VideoEncoderTest,"testVp8HighQualitySDSupport()
testVp8LowQualitySDSupport()",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.2.3,C-1-2,Test Available,Test Missing,,,,,,,,,New in Q,139502967,124525623,8362016,Media,Media,0,,,,,
,5.2.3,C-2-1,Test Available,Test Available,,,,android.media.cts.VideoEncoderTest,"testVP8Flex720p30fps4Mbps()
testVP8Flex1080p30fps10Mbps()",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.2.4,C-1-1,Test Available,Test Missing,,,,,,,,,New in Q,139502967,124525623,8362016,Media,Media,0,,,,,
5.2.4 VP9 (Encoding),5.2.4,C-1-2,Test Missing,Test Missing,,,,,,,,,New in Q,139502967,124525623,8362016,Media,Media,0,,,,,
"
",5.2.4,C-1-3,Test Missing,Test Missing,,,,,,,,,New in Q,139502967,124525623,8362016,Media,Media,0,,,,,
"5.2.5 H265(Encoding)
",5.2.5,C-1-1,Test Available,Test Available,,,,android.media.cts.MediaCodecCapabilitiesTest,testH265DecoderProfileAndLevel,CtsMediaTestCases,,,New in Q,,124525623,8362016,Media,Media,2,,,,,
,5.3,A-0-1,Test Missing,Test Available,,,,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3,A-0-2,Test Available,Test Available,,,,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3,A-0-3,Test Missing,Test Available,,,,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3,A-0-4,Test Available,Test Available,,,,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
5.3.Video Decoding,5.3,C-1-1,Test Available,Test Available,,,,android.media.cts.AdaptivePlaybackTest,*._adaptiveReconfigDrc(),CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3,H-0-1,Test Available,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testCodecBasicH264",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3,H-0-2,Test Available,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testCodecBasicHEVC",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3,H-0-3,Test Available,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testCodecBasicMpeg4",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3,H-0-4,Test Available,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testCodecBasicVP8",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3,H-0-5,Test Available,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testCodecBasicVP9",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
5.3.1 MPEG-2,5.3.1,C-1-1,Test Available,Test Available,,,,"android.video.cts.VideoEncoderDecoderTest
android.media.cts.DecoderTest",testMPEG2ColorAspectsTV,CtsMediaTestCases,,,,,,,Media,Media,1,,,,,
,5.3.1,T-1-1,Test Available,Test Missing,,,,,,,,,New in Q,139436679,124525623,8362016,Media,Media,0,,,,,
,5.3.1,T-1-2,Test Available,Test Missing,,,,,,,,,New in Q,139436679,124525623,8362016,Media,Media,0,,,,,
5.3.2 H263,5.3.2,C-1-1,Test Available,Test Available,,,,android.media.cts.MediaCodecCapabilitiesTest,"testH263DecoderProfileAndLevel()
testH263EncoderProfileAndLevel)(",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
5.3.3 MPEG-4,5.3.3,C-1-1,Test Available,Test Available,,,,android.media.cts.MediaCodecCapabilitiesTest,testMpeg4DecoderProfileAndLevel,CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.3,T-0-1,Test Available,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest
","testRequiredMediaCodecList()
testCodecMpeg4",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
5.3.4 H264,5.3.4,C-1-1,Test Missing,Test Missing,,,,,,,"MediaCodecCapabilitiesTest#testH264DecoderAndProfileLevel 
needs to be updated to checkfor AVC support of MainProfile 
Level 3.1",,,119506778,,,Media,Media,0,,,,,
,5.3.4,C-1-2,Test Missing,Test Available,,,,android.media.cts.DecoderTest,"testH264Decode320x240()
testH264Decode720x480()",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.4,C-2-1,Test Missing,Test Available,,,,android.media.cts.DecoderTest,testH264Decode60fps1280x720(),CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.4,C-2-2,Test Available,Test Available,,,,android.media.cts.DecoderTest,"testH264Decode60fps1920x1080Tv()
testH264Decode30fps1920x1080()",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.4,T-0-2,Test Available,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testCodecBasicH264",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.4,T-1-1,Test Available,Test Available,,,,android.media.cts.MediaCodecCapabilitiesTest,testH264DecoderProfileAndLevel(),CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.4,T-1-2,Test Available,Test Available,,,,android.media.cts.DecoderTest,testH264Decode60fps1920x1080tv(),CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.4,T-1-3,Test Available,Test Available,,,,android.media.cts.MediaCodecCapabilitiesTest,testH264DecoderProfileAndLevel(),CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
5.3.5 H265 (HEVC),5.3.5,C-1-1,Test Available,Test Available,,,,android.media.cts.MediaCodecCapabilitiesTest.,testH265DecoderProfileAndLevel(),CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.5,C-1-2,Test Available,Test Available,,,,android.media.cts.DecoderTest,"testHEVCDecode30fps1280x720()
testHEVCDecode30fps1920x1080Tv()",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.5,C-2-1,Test Available,Test Available,,,,android.media.cts.DecoderTest,testHEVCDecode60fps3840x2160,CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.5,C-3-1,Test Available,Test Missing,,,,,,,,,New in Q,139420915,124525623,8362016,Media,Media,0,,,,,
,5.3.5,C-3-2,Test Available,Not testable,,,,,,,,,New in Q,,124525623,8362016,Media,Media,-1,,,,,
,5.3.5,T-0-3,Test Available,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testCodecbasicHEVC",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.5,T-1-1,Test Missing,Test Available,,,,android.media.cts.MediaCodecCapabilitiesTest,testH265DecoderProfileAndLevel,CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.5,T-2-1,Not testable,Test Available,,,,android.media.cts.MediaCodecCapabilitiesTest,testH265DecoderProfileAndLevel,CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
5.3.6 VP8,5.3.6,C-1-1,Test Available,Test Available,,,,android.media.cts.DecoderTest,testVP8Decode320x180(),CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.6,C-2-1,Test Available,Test Available,,,,android.media.cts.DecoderTest,testVP8Decode30fps1280x720(),CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.6,C-2-2,Test Available,Test Available,,,,android.media.cts.DecoderTest,"testVP8Decode30fps1920x1080()
testVP8Decode60fps1920x1080Tv()",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.6,T-0-4,Test Available,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testCodecBasicVP8()",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.6,T-1-1,Test Available,Test Available,,,,android.media.cts.DecoderTest,testVp8Decode60fps1920x1080,CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
5.3.7 VP9,5.3.7,C-1-1,Test Available,Test Available,,,,android.media.cts.DecoderTest,"testVP9Decode320x180()
testVP9Decode640x360()",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.7,C-2-2,Test Available,Test Available,,,,android.media.cts.DecoderTest,"testVP9Decode30fps1280x720()
 testVP9Decode60fps1920x1080()",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.7,C-3-1,Test Available,Test Available,,,,android.media.cts.DecoderTest,testVP9Decode60fps3840x2160(),CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.7,C-4-1,Test Available,Test Missing,,,,,,,,,New in Q,139420915,124525623,6412693,Media,Media,0,,,,,
,5.3.7,C-4-2,Test Available,Not testable,,,,,,,,,New in Q,,124525623,6412693,Media,Media,0,,,,,
,5.3.7,T-0-5,Test Available,Test Available,,,,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testCodecBasicVP9()",CtsMediaTestCases,,,,,,,Media,Media,2,,,,,
,5.3.7,T-1-1,Test Missing,Test Available,,,,android.media.cts.MediaCodecCapabilitiesTest,testVp9DecoderCapabilitiesOnTv,CtsMediaTestCases,,,,109931456,,,Media,Media,2,,,,,
,5.3.7,T-2-1,Not testable,Test Available,,,,android.media.cts.MediaCodecCapabilitiesTest,testVp9DecoderCapabilitiesOnTv,CtsMediaTestCases,,,,109931456,,,Media,Media,2,,,,,
5.3.8 Dolby Vision,5.3.8,C-1-1,Not testable,Not testable,,,,,,,,,Updated in Q,139420915,124525623,8362016,Media,Media,-1,,,,,
,5.3.8,C-1-2,Test Available,Not testable,,,,,,,,,Updated in Q,139420915,124525623,8362016,Media,Media,-1,,,,,
,5.3.8,C-1-3,Test Available,Not testable,,,,,,,,,Updated in Q,139420915,124525623,8362016,Media,Media,-1,,,,,
5.3.9 AV1,5.3.9,C-1-1,Test Missing,Test Missing,,,,,,,,,New in Q,139502967,124525623,8362016,Media,Media,0,,,,,
5.4.1 Raw Audio Capture,5.4.1,C-1-1,Test Available,Test Available,,,,android.media.cts.AudioRecord_BufferSizeTest,testGetMinBufferSize,CtsMediaTestCases,,,Updated in Q,136202071,123959292,7249045,Media (Audio),Media,2,,,,,
,5.4.1,C-1-2,Test Available,Test Missing,,,,,,,,,Updated in Q,136202071,123959292,7249045,Media (Audio),Media,0,,,,,
,5.4.1,C-1-3,Not testable,Test Missing,,,,,,,,,Updated in Q,136202071,123959292,7249045,Media (Audio),Media,0,,,,,
,5.4.1,C-1-4,Not testable,Test Available,,,,"android.media.cts.AudioManagerTest
android.media.cts.AudioRecordTest
android.media.cts.MediaRecorderTest","testGetMicrophones
testGetActiveMicrophones
testGetActiveMicrophones",CtsMediaTestCases,,,New in Q,,124334060,7530963,Media (Audio),Media,2,,,,,
,5.4.1,C-2-1,Test Missing,Test Missing,,,,,,,,,,109832900,,,Media (Audio),Media,0,,,,,
,5.4.1,C-2-2,Test Missing,Test Missing,,,,,,,,,,109832900,,,Media (Audio),Media,0,,,,,
5.4.2 Capture for voice Recognition,5.4.2,C-1-1,Test Available,Test Available,,,,"com.android.cts.verifier.audio.
AudioFrequencyMicActivity","com.android.cts.verifier.audio.
AudioFrequencyMicActivity.*",CtsVerifierAudioTestCases,,,,,,,Media (Audio),Media,2,,,,,
,5.4.2,C-1-2,Test Available,Test Missing,,,,,,,,,,132196159,,,Media (Audio),Media,0,,,,,
,5.4.2,C-1-3,Test Missing,Test Missing,,,,,,,,,,132196159,,,Media (Audio),Media,0,,,,,
